X,Y,method,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,BF10,power,X_desc,Y_desc,X_COG,Y_COG,COG_pair
TIGR00006,TIGR01128,pearson,two-sided,49930,0.6643539569510166,[0.66 0.67],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,"DNA polymerase III, delta subunit",J,L,"J,L"
TIGR00006,TIGR01146,pearson,two-sided,45071,0.3940080089139726,[0.39 0.4 ],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,"ATP synthase F1, gamma subunit",J,C,"C,J"
TIGR00006,TIGR01164,pearson,two-sided,49790,0.2717612905204472,[0.26 0.28],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribosomal protein uL16,J,J,"J,J"
TIGR00006,TIGR01169,pearson,two-sided,49491,0.47138663129378405,[0.46 0.48],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribosomal protein uL1,J,J,"J,J"
TIGR00006,TIGR01171,pearson,two-sided,49728,0.48591908672642486,[0.48 0.49],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribosomal protein uL2,J,J,"J,J"
TIGR00006,TIGR01302,pearson,two-sided,45063,0.599372083228926,[0.59 0.61],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
TIGR00006,TIGR01391,pearson,two-sided,50954,0.7017407219650253,[0.7  0.71],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,DNA primase,J,L,"J,L"
TIGR00006,TIGR01393,pearson,two-sided,51868,0.5710221664451449,[0.57 0.58],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,elongation factor 4,J,J,"J,J"
TIGR00006,TIGR01394,pearson,two-sided,48957,0.44736909073761366,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,GTP-binding protein TypA/BipA,J,T,"J,T"
TIGR00006,TIGR01510,pearson,two-sided,49719,0.5254818128540251,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,pantetheine-phosphate adenylyltransferase,J,H,"H,J"
TIGR00006,TIGR01632,pearson,two-sided,49770,0.2594934915765779,[0.25 0.27],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribosomal protein uL11,J,J,"J,J"
TIGR00006,TIGR01951,pearson,two-sided,51984,0.5635525256506851,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,transcription antitermination factor NusB,J,K,"J,K"
TIGR00006,TIGR01953,pearson,two-sided,53485,0.5175586103088969,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,transcription termination factor NusA,J,K,"J,K"
TIGR00006,TIGR02012,pearson,two-sided,51679,0.46060249609308435,[0.45 0.47],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,protein RecA,J,L,"J,L"
TIGR00006,TIGR02013,pearson,two-sided,48725,0.44421809340677915,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
TIGR00006,TIGR02027,pearson,two-sided,50940,0.4357648994052559,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
TIGR00006,TIGR02075,pearson,two-sided,50029,0.46080407936732876,[0.45 0.47],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,UMP kinase,J,F,"F,J"
TIGR00006,TIGR02191,pearson,two-sided,49820,0.6411997430880089,[0.64 0.65],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribonuclease III,J,J,"J,J"
TIGR00006,TIGR02273,pearson,two-sided,46445,0.5826577029191435,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,16S rRNA processing protein RimM,J,J,"J,J"
TIGR00006,TIGR02350,pearson,two-sided,46665,0.41926373051468246,[0.41 0.43],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,chaperone protein DnaK,J,J,"J,J"
TIGR00006,TIGR02386,pearson,two-sided,47393,0.5304720330884558,[0.52 0.54],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,"DNA-directed RNA polymerase, beta' subunit",J,K,"J,K"
TIGR00006,TIGR02397,pearson,two-sided,51861,0.6031550127483517,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,"DNA polymerase III, subunit gamma and tau",J,L,"J,L"
TIGR00006,TIGR02432,pearson,two-sided,50148,0.6910362090638804,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,tRNA(Ile)-lysidine synthetase,J,J,"J,J"
TIGR00006,TIGR02729,pearson,two-sided,52614,0.5829569367244687,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,Obg family GTPase CgtA,J,J,"J,J"
TIGR00006,TIGR03263,pearson,two-sided,50138,0.629250501054214,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,guanylate kinase,J,F,"F,J"
TIGR00006,TIGR03594,pearson,two-sided,51330,0.58180758815136,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribosome-associated GTPase EngA,J,J,"J,J"
TIGR00006,TIGR03625,pearson,two-sided,50162,0.5353114693362246,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,50S ribosomal protein uL3,J,J,"J,J"
TIGR00006,TIGR03632,pearson,two-sided,50820,0.500561025668385,[0.49 0.51],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribosomal protein uS11,J,J,"J,J"
TIGR00006,TIGR03654,pearson,two-sided,50044,0.37284279321125147,[0.37 0.38],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,ribosomal protein uL6,J,J,"J,J"
TIGR00006,TIGR03723,pearson,two-sided,52350,0.6140223321591657,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
TIGR00006,TIGR03725,pearson,two-sided,48787,0.5410070291364057,[0.53 0.55],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
TIGR00006,TIGR03953,pearson,two-sided,49917,0.4755011370510346,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,16S rRNA (cytosine(1402)-N(4))-methyltransferase,50S ribosomal protein uL4,J,J,"J,J"
TIGR00019,TIGR00020,pearson,two-sided,52666,0.6281604930848214,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,peptide chain release factor 2,J,J,"J,J"
TIGR00019,TIGR00029,pearson,two-sided,53322,0.4503382039876088,[0.44 0.46],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein bS20,J,J,"J,J"
TIGR00019,TIGR00043,pearson,two-sided,52643,0.481306869008473,[0.47 0.49],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,rRNA maturation RNase YbeY,J,J,"J,J"
TIGR00019,TIGR00054,pearson,two-sided,52212,0.5867914878200744,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,RIP metalloprotease RseP,J,O,"J,O"
TIGR00019,TIGR00059,pearson,two-sided,53050,0.41447026404324705,[0.41 0.42],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein bL17,J,J,"J,J"
TIGR00019,TIGR00061,pearson,two-sided,53598,0.43611356314594096,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein bL21,J,J,"J,J"
TIGR00019,TIGR00064,pearson,two-sided,50507,0.4983548273897648,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,signal recognition particle-docking protein FtsY,J,U,"J,U"
TIGR00019,TIGR00065,pearson,two-sided,49552,0.31908263939867365,[0.31 0.33],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,cell division protein FtsZ,J,D,"D,J"
TIGR00019,TIGR00082,pearson,two-sided,52852,0.6339071438041677,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosome-binding factor A,J,J,"J,J"
TIGR00019,TIGR00083,pearson,two-sided,49316,0.6604490995644137,[0.66 0.67],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,riboflavin biosynthesis protein RibF,J,H,"H,J"
TIGR00019,TIGR00084,pearson,two-sided,51664,0.47285811265097955,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,Holliday junction DNA helicase RuvA,J,L,"J,L"
TIGR00019,TIGR00086,pearson,two-sided,52877,0.579188274964884,[0.57 0.58],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,SsrA-binding protein,J,O,"J,O"
TIGR00019,TIGR00088,pearson,two-sided,53873,0.6499659524378316,[0.65 0.65],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,tRNA (guanine(37)-N(1))-methyltransferase,J,J,"J,J"
TIGR00019,TIGR00090,pearson,two-sided,50043,0.437109019746824,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosome silencing factor,J,J,"J,J"
TIGR00019,TIGR00092,pearson,two-sided,52543,0.341123541555914,[0.33 0.35],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,GTP-binding protein YchF,J,J,"J,J"
TIGR00019,TIGR00095,pearson,two-sided,51354,0.6042073615306768,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,J,J,"J,J"
TIGR00019,TIGR00115,pearson,two-sided,49863,0.6408986869183707,[0.64 0.65],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,trigger factor,J,O,"J,O"
TIGR00019,TIGR00116,pearson,two-sided,53272,0.3845220197193513,[0.38 0.39],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,translation elongation factor Ts,J,J,"J,J"
TIGR00019,TIGR00138,pearson,two-sided,48132,0.5474040026776719,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,J,J,"J,J"
TIGR00019,TIGR00158,pearson,two-sided,53465,0.5229884606036326,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein bL9,J,J,"J,J"
TIGR00019,TIGR00166,pearson,two-sided,53496,0.4494523618989285,[0.44 0.46],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein bS6,J,J,"J,J"
TIGR00019,TIGR00168,pearson,two-sided,52531,0.5371668688277034,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,translation initiation factor IF-3,J,J,"J,J"
TIGR00019,TIGR00186,pearson,two-sided,46240,0.6033038250677483,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"RNA methyltransferase, TrmH family, group 3",J,J,"J,J"
TIGR00019,TIGR00194,pearson,two-sided,52802,0.6921204371642115,[0.69 0.7 ],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,excinuclease ABC subunit C,J,L,"J,L"
TIGR00019,TIGR00250,pearson,two-sided,51332,0.6577333705046301,[0.65 0.66],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,putative transcription antitermination factor YqgF,J,J,"J,J"
TIGR00019,TIGR00337,pearson,two-sided,49527,0.6651647520326296,[0.66 0.67],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,CTP synthase,J,F,"F,J"
TIGR00019,TIGR00344,pearson,two-sided,52974,0.6706870049506395,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,alanine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00362,pearson,two-sided,51030,0.6316999651865683,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,chromosomal replication initiator protein DnaA,J,L,"J,L"
TIGR00019,TIGR00382,pearson,two-sided,45328,0.4750845077446474,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"ATP-dependent Clp protease, ATP-binding subunit ClpX",J,O,"J,O"
TIGR00019,TIGR00392,pearson,two-sided,51633,0.7484629866995509,[0.74 0.75],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,isoleucine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00396,pearson,two-sided,52574,0.7044516847713608,[0.7  0.71],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,leucine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00398,pearson,two-sided,51924,0.6374597850691512,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,methionine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00414,pearson,two-sided,52368,0.6650758844585896,[0.66 0.67],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,serine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00416,pearson,two-sided,45781,0.5872014250786486,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,DNA repair protein RadA,J,L,"J,L"
TIGR00019,TIGR00420,pearson,two-sided,51714,0.6726419052354661,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,J,J,"J,J"
TIGR00019,TIGR00431,pearson,two-sided,52208,0.6207988865523136,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,tRNA pseudouridine(55) synthase,J,J,"J,J"
TIGR00019,TIGR00435,pearson,two-sided,51684,0.7249625539521054,[0.72 0.73],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,cysteine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00436,pearson,two-sided,48025,0.6567663485976681,[0.65 0.66],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,GTP-binding protein Era,J,J,"J,J"
TIGR00019,TIGR00442,pearson,two-sided,52842,0.6034778323505625,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,histidine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00445,pearson,two-sided,50855,0.4948257680764655,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,phospho-N-acetylmuramoyl-pentapeptide-transferase,J,M,"J,M"
TIGR00019,TIGR00456,pearson,two-sided,51928,0.7211308173034141,[0.72 0.73],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,arginine--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00459,pearson,two-sided,49605,0.6106015882326495,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,aspartate--tRNA ligase,J,J,"J,J"
TIGR00019,TIGR00460,pearson,two-sided,52682,0.6630686361336278,[0.66 0.67],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,methionyl-tRNA formyltransferase,J,J,"J,J"
TIGR00019,TIGR00468,pearson,two-sided,53503,0.6881257181761802,[0.68 0.69],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"phenylalanine--tRNA ligase, alpha subunit",J,J,"J,J"
TIGR00019,TIGR00472,pearson,two-sided,52801,0.6793273769693328,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"phenylalanine--tRNA ligase, beta subunit",J,J,"J,J"
TIGR00019,TIGR00487,pearson,two-sided,53888,0.544559435315418,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,translation initiation factor IF-2,J,J,"J,J"
TIGR00019,TIGR00496,pearson,two-sided,54390,0.5219924418046896,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosome recycling factor,J,J,"J,J"
TIGR00019,TIGR00539,pearson,two-sided,48492,0.5397835117234002,[0.53 0.55],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,putative oxygen-independent coproporphyrinogen III oxidase,J,H,"H,J"
TIGR00019,TIGR00580,pearson,two-sided,49860,0.6436549217204677,[0.64 0.65],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,transcription-repair coupling factor,J,L,"J,L"
TIGR00019,TIGR00593,pearson,two-sided,52207,0.6881246502681512,[0.68 0.69],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,DNA polymerase I,J,L,"J,L"
TIGR00019,TIGR00615,pearson,two-sided,53209,0.618246104098974,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,recombination protein RecR,J,L,"J,L"
TIGR00019,TIGR00631,pearson,two-sided,52671,0.5668124063444209,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,excinuclease ABC subunit B,J,L,"J,L"
TIGR00019,TIGR00634,pearson,two-sided,47693,0.7236618468443075,[0.72 0.73],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,DNA repair protein RecN,J,L,"J,L"
TIGR00019,TIGR00635,pearson,two-sided,52438,0.5532917288437573,[0.55 0.56],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,Holliday junction DNA helicase RuvB,J,L,"J,L"
TIGR00019,TIGR00643,pearson,two-sided,50377,0.6895412207152447,[0.68 0.69],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ATP-dependent DNA helicase RecG,J,L,"J,L"
TIGR00019,TIGR00663,pearson,two-sided,50720,0.5116644346725946,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"DNA polymerase III, beta subunit",J,L,"J,L"
TIGR00019,TIGR00717,pearson,two-sided,44352,0.6316186371142694,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein bS1,J,J,"J,J"
TIGR00019,TIGR00755,pearson,two-sided,53295,0.6411157562130992,[0.64 0.65],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal RNA small subunit methyltransferase A,J,J,"J,J"
TIGR00019,TIGR00810,pearson,two-sided,52925,0.15727844543968478,[0.15 0.17],3.119182610357031e-290,3.1594501117817e-290,fdr_bh,3.753e+285,1.0,peptide chain release factor 1,"preprotein translocase, SecG subunit",J,U,"J,U"
TIGR00019,TIGR00922,pearson,two-sided,50181,0.6261575993942765,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,transcription termination/antitermination factor NusG,J,K,"J,K"
TIGR00019,TIGR00928,pearson,two-sided,45939,0.5763737626509032,[0.57 0.58],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,adenylosuccinate lyase,J,F,"F,J"
TIGR00019,TIGR00959,pearson,two-sided,49887,0.5501994590225947,[0.54 0.56],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,signal recognition particle protein,J,U,"J,U"
TIGR00019,TIGR00963,pearson,two-sided,51620,0.7377367648841845,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"preprotein translocase, SecA subunit",J,U,"J,U"
TIGR00019,TIGR00964,pearson,two-sided,49120,0.38333132986137836,[0.38 0.39],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"preprotein translocase, SecE subunit",J,U,"J,U"
TIGR00019,TIGR00967,pearson,two-sided,51437,0.4736623423801647,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"preprotein translocase, SecY subunit",J,U,"J,U"
TIGR00019,TIGR01009,pearson,two-sided,50235,0.5067939898042273,[0.5  0.51],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uS3,J,J,"J,J"
TIGR00019,TIGR01011,pearson,two-sided,53002,0.5363454935999461,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uS2,J,J,"J,J"
TIGR00019,TIGR01017,pearson,two-sided,51318,0.41668783973088297,[0.41 0.42],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uS4,J,J,"J,J"
TIGR00019,TIGR01021,pearson,two-sided,51331,0.5314557105987374,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uS5,J,J,"J,J"
TIGR00019,TIGR01029,pearson,two-sided,50258,0.3536078523814191,[0.35 0.36],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uS7,J,J,"J,J"
TIGR00019,TIGR01032,pearson,two-sided,53577,0.36728196320025897,[0.36 0.37],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein bL20,J,J,"J,J"
TIGR00019,TIGR01039,pearson,two-sided,45063,0.4462935148296884,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"ATP synthase F1, beta subunit",J,C,"C,J"
TIGR00019,TIGR01044,pearson,two-sided,50102,0.3267795611480211,[0.32 0.33],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL22,J,J,"J,J"
TIGR00019,TIGR01059,pearson,two-sided,49266,0.6150540086819853,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"DNA gyrase, B subunit",J,L,"J,L"
TIGR00019,TIGR01063,pearson,two-sided,50355,0.6002916074377107,[0.59 0.61],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"DNA gyrase, A subunit",J,L,"J,L"
TIGR00019,TIGR01066,pearson,two-sided,53461,0.3693342648053574,[0.36 0.38],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL13,J,J,"J,J"
TIGR00019,TIGR01071,pearson,two-sided,51633,0.1842548022095202,[0.18 0.19],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL15,J,J,"J,J"
TIGR00019,TIGR01079,pearson,two-sided,50489,0.5228649898861366,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL24,J,J,"J,J"
TIGR00019,TIGR01082,pearson,two-sided,50099,0.6737401006634249,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,UDP-N-acetylmuramate--L-alanine ligase,J,M,"J,M"
TIGR00019,TIGR01087,pearson,two-sided,51464,0.61951270253838,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,UDP-N-acetylmuramoylalanine--D-glutamate ligase,J,M,"J,M"
TIGR00019,TIGR01128,pearson,two-sided,50785,0.6467260301138418,[0.64 0.65],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"DNA polymerase III, delta subunit",J,L,"J,L"
TIGR00019,TIGR01146,pearson,two-sided,45621,0.4612741885382532,[0.45 0.47],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"ATP synthase F1, gamma subunit",J,C,"C,J"
TIGR00019,TIGR01164,pearson,two-sided,50330,0.4635426829685002,[0.46 0.47],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL16,J,J,"J,J"
TIGR00019,TIGR01169,pearson,two-sided,50280,0.6058105379387426,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL1,J,J,"J,J"
TIGR00019,TIGR01171,pearson,two-sided,50329,0.6485746382810151,[0.64 0.65],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL2,J,J,"J,J"
TIGR00019,TIGR01302,pearson,two-sided,45763,0.5919320192367465,[0.59 0.6 ],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
TIGR00019,TIGR01391,pearson,two-sided,51356,0.6903695127302277,[0.69 0.69],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,DNA primase,J,L,"J,L"
TIGR00019,TIGR01393,pearson,two-sided,52578,0.5905873042155909,[0.58 0.6 ],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,elongation factor 4,J,J,"J,J"
TIGR00019,TIGR01394,pearson,two-sided,49657,0.636172326461652,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,GTP-binding protein TypA/BipA,J,T,"J,T"
TIGR00019,TIGR01510,pearson,two-sided,50450,0.5103674308922256,[0.5  0.52],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,pantetheine-phosphate adenylyltransferase,J,H,"H,J"
TIGR00019,TIGR01632,pearson,two-sided,50462,0.32689146446254175,[0.32 0.33],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribosomal protein uL11,J,J,"J,J"
TIGR00019,TIGR01951,pearson,two-sided,52395,0.5406452245489359,[0.53 0.55],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,transcription antitermination factor NusB,J,K,"J,K"
TIGR00019,TIGR01953,pearson,two-sided,54056,0.5748321998289843,[0.57 0.58],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,transcription termination factor NusA,J,K,"J,K"
TIGR00019,TIGR02012,pearson,two-sided,52228,0.4740327333303768,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,protein RecA,J,L,"J,L"
TIGR00019,TIGR02013,pearson,two-sided,49425,0.5783828243962814,[0.57 0.58],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
TIGR00019,TIGR02027,pearson,two-sided,51470,0.5311654120019111,[0.52 0.54],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
TIGR00019,TIGR02075,pearson,two-sided,50670,0.5250080267807864,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,UMP kinase,J,F,"F,J"
TIGR00019,TIGR02191,pearson,two-sided,50343,0.5836490142253802,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,ribonuclease III,J,J,"J,J"
TIGR00019,TIGR02273,pearson,two-sided,46845,0.6230241698393107,[0.62 0.63],0.0,0.0,fdr_bh,inf,1.0,peptide chain release factor 1,16S rRNA processing protein RimM,J,J,"J,J"
