X,Y,method,covar,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,X_desc,Y_desc,X_COG,Y_COG,COG_pair
TIGR00019,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,52028,0.3581467895165426,[0.35 0.37],0.0,0.0,fdr_bh,peptide chain release factor 1,ribosome-associated GTPase EngA,J,J,"J,J"
TIGR00019,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,50739,0.262087748358149,[0.25 0.27],0.0,0.0,fdr_bh,peptide chain release factor 1,50S ribosomal protein uL3,J,J,"J,J"
TIGR00019,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,51480,0.21123630000166002,[0.2  0.22],0.0,0.0,fdr_bh,peptide chain release factor 1,ribosomal protein uS11,J,J,"J,J"
TIGR00019,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,50645,0.22411934010188128,[0.22 0.23],0.0,0.0,fdr_bh,peptide chain release factor 1,ribosomal protein uL6,J,J,"J,J"
TIGR00019,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,52984,0.11708778284663604,[0.11 0.13],4.525714929745139e-161,7.875604337894295e-161,fdr_bh,peptide chain release factor 1,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
TIGR00019,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,49589,0.19387542089105603,[0.19 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 1,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
TIGR00019,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,50499,0.1578035868084734,[0.15 0.17],6.962781783912262e-279,1.6677041911148457e-278,fdr_bh,peptide chain release factor 1,50S ribosomal protein uL4,J,J,"J,J"
TIGR00020,TIGR00029,pearson,['genome_avg_NOSC'],two-sided,52386,0.3324751026190979,[0.32 0.34],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein bS20,J,J,"J,J"
TIGR00020,TIGR00043,pearson,['genome_avg_NOSC'],two-sided,51894,0.10627325622541593,[0.1  0.11],3.4074766635683054e-130,5.503140325238113e-130,fdr_bh,peptide chain release factor 2,rRNA maturation RNase YbeY,J,J,"J,J"
TIGR00020,TIGR00054,pearson,['genome_avg_NOSC'],two-sided,51575,0.24470689218969896,[0.24 0.25],0.0,0.0,fdr_bh,peptide chain release factor 2,RIP metalloprotease RseP,J,O,"J,O"
TIGR00020,TIGR00059,pearson,['genome_avg_NOSC'],two-sided,52089,0.1682535676472215,[0.16 0.18],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein bL17,J,J,"J,J"
TIGR00020,TIGR00061,pearson,['genome_avg_NOSC'],two-sided,52696,0.3121397152616779,[0.3  0.32],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein bL21,J,J,"J,J"
TIGR00020,TIGR00064,pearson,['genome_avg_NOSC'],two-sided,49893,0.19379385962970722,[0.19 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 2,signal recognition particle-docking protein FtsY,J,U,"J,U"
TIGR00020,TIGR00065,pearson,['genome_avg_NOSC'],two-sided,48735,0.20146172355357844,[0.19 0.21],0.0,0.0,fdr_bh,peptide chain release factor 2,cell division protein FtsZ,J,D,"D,J"
TIGR00020,TIGR00082,pearson,['genome_avg_NOSC'],two-sided,52090,0.1955497310961828,[0.19 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosome-binding factor A,J,J,"J,J"
TIGR00020,TIGR00083,pearson,['genome_avg_NOSC'],two-sided,48855,0.16870402684972838,[0.16 0.18],1.0797753413593117e-308,2.815776456283961e-308,fdr_bh,peptide chain release factor 2,riboflavin biosynthesis protein RibF,J,H,"H,J"
TIGR00020,TIGR00084,pearson,['genome_avg_NOSC'],two-sided,50964,0.09626956608131408,[0.09 0.1 ],3.3693456662790037e-105,5.08177609996453e-105,fdr_bh,peptide chain release factor 2,Holliday junction DNA helicase RuvA,J,L,"J,L"
TIGR00020,TIGR00086,pearson,['genome_avg_NOSC'],two-sided,52089,0.17795125615234417,[0.17 0.19],0.0,0.0,fdr_bh,peptide chain release factor 2,SsrA-binding protein,J,O,"J,O"
TIGR00020,TIGR00088,pearson,['genome_avg_NOSC'],two-sided,52994,0.3134886606930342,[0.31 0.32],0.0,0.0,fdr_bh,peptide chain release factor 2,tRNA (guanine(37)-N(1))-methyltransferase,J,J,"J,J"
TIGR00020,TIGR00090,pearson,['genome_avg_NOSC'],two-sided,49661,0.08122548994203445,[0.07 0.09],1.8402249466261084e-73,2.5488275691387807e-73,fdr_bh,peptide chain release factor 2,ribosome silencing factor,J,J,"J,J"
TIGR00020,TIGR00092,pearson,['genome_avg_NOSC'],two-sided,51665,0.2789084689761186,[0.27 0.29],0.0,0.0,fdr_bh,peptide chain release factor 2,GTP-binding protein YchF,J,J,"J,J"
TIGR00020,TIGR00095,pearson,['genome_avg_NOSC'],two-sided,50774,0.0721196094172133,[0.06 0.08],1.5750412703305062e-59,2.0930196668825264e-59,fdr_bh,peptide chain release factor 2,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,J,J,"J,J"
TIGR00020,TIGR00115,pearson,['genome_avg_NOSC'],two-sided,49002,0.16203344709300596,[0.15 0.17],1.831705068016184e-285,4.456004833265947e-285,fdr_bh,peptide chain release factor 2,trigger factor,J,O,"J,O"
TIGR00020,TIGR00116,pearson,['genome_avg_NOSC'],two-sided,52463,0.11260731119896686,[0.1  0.12],1.3084213657900855e-147,2.19195883428935e-147,fdr_bh,peptide chain release factor 2,translation elongation factor Ts,J,J,"J,J"
TIGR00020,TIGR00138,pearson,['genome_avg_NOSC'],two-sided,47361,0.24907871661804093,[0.24 0.26],0.0,0.0,fdr_bh,peptide chain release factor 2,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,J,J,"J,J"
TIGR00020,TIGR00158,pearson,['genome_avg_NOSC'],two-sided,52406,0.39207219885283023,[0.38 0.4 ],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein bL9,J,J,"J,J"
TIGR00020,TIGR00166,pearson,['genome_avg_NOSC'],two-sided,52721,0.4802937476094545,[0.47 0.49],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein bS6,J,J,"J,J"
TIGR00020,TIGR00168,pearson,['genome_avg_NOSC'],two-sided,51730,0.01852853786264857,[0.01 0.03],2.504514599092479e-05,2.6539379990383348e-05,fdr_bh,peptide chain release factor 2,translation initiation factor IF-3,J,J,"J,J"
TIGR00020,TIGR00186,pearson,['genome_avg_NOSC'],two-sided,45478,0.08171163726828799,[0.07 0.09],3.209813318605058e-68,4.378690694466969e-68,fdr_bh,peptide chain release factor 2,"RNA methyltransferase, TrmH family, group 3",J,J,"J,J"
TIGR00020,TIGR00194,pearson,['genome_avg_NOSC'],two-sided,52222,0.39112073098033473,[0.38 0.4 ],0.0,0.0,fdr_bh,peptide chain release factor 2,excinuclease ABC subunit C,J,L,"J,L"
TIGR00020,TIGR00250,pearson,['genome_avg_NOSC'],two-sided,50510,0.15262277206496985,[0.14 0.16],7.431245748666301e-261,1.6978910286552763e-260,fdr_bh,peptide chain release factor 2,putative transcription antitermination factor YqgF,J,J,"J,J"
TIGR00020,TIGR00337,pearson,['genome_avg_NOSC'],two-sided,48866,0.09715687607746498,[0.09 0.11],8.635462731535837e-103,1.2917914079858763e-102,fdr_bh,peptide chain release factor 2,CTP synthase,J,F,"F,J"
TIGR00020,TIGR00344,pearson,['genome_avg_NOSC'],two-sided,52118,0.375044173604656,[0.37 0.38],0.0,0.0,fdr_bh,peptide chain release factor 2,alanine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00362,pearson,['genome_avg_NOSC'],two-sided,50165,0.19557515979948037,[0.19 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 2,chromosomal replication initiator protein DnaA,J,L,"J,L"
TIGR00020,TIGR00382,pearson,['genome_avg_NOSC'],two-sided,45005,0.1822798475113486,[0.17 0.19],0.0,0.0,fdr_bh,peptide chain release factor 2,"ATP-dependent Clp protease, ATP-binding subunit ClpX",J,O,"J,O"
TIGR00020,TIGR00392,pearson,['genome_avg_NOSC'],two-sided,50871,0.3753855561860997,[0.37 0.38],0.0,0.0,fdr_bh,peptide chain release factor 2,isoleucine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00396,pearson,['genome_avg_NOSC'],two-sided,51738,0.28785059636834043,[0.28 0.3 ],0.0,0.0,fdr_bh,peptide chain release factor 2,leucine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00398,pearson,['genome_avg_NOSC'],two-sided,51117,0.2619871944903659,[0.25 0.27],0.0,0.0,fdr_bh,peptide chain release factor 2,methionine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00414,pearson,['genome_avg_NOSC'],two-sided,51549,0.39435937287183087,[0.39 0.4 ],0.0,0.0,fdr_bh,peptide chain release factor 2,serine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00416,pearson,['genome_avg_NOSC'],two-sided,45675,0.19448068896726678,[0.19 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 2,DNA repair protein RadA,J,L,"J,L"
TIGR00020,TIGR00420,pearson,['genome_avg_NOSC'],two-sided,50718,0.18911467118731426,[0.18 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 2,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,J,J,"J,J"
TIGR00020,TIGR00431,pearson,['genome_avg_NOSC'],two-sided,51473,0.18683779617401375,[0.18 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 2,tRNA pseudouridine(55) synthase,J,J,"J,J"
TIGR00020,TIGR00435,pearson,['genome_avg_NOSC'],two-sided,50819,0.2366608860761023,[0.23 0.24],0.0,0.0,fdr_bh,peptide chain release factor 2,cysteine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00436,pearson,['genome_avg_NOSC'],two-sided,47615,0.32574196069349864,[0.32 0.33],0.0,0.0,fdr_bh,peptide chain release factor 2,GTP-binding protein Era,J,J,"J,J"
TIGR00020,TIGR00442,pearson,['genome_avg_NOSC'],two-sided,51890,0.36471587798827704,[0.36 0.37],0.0,0.0,fdr_bh,peptide chain release factor 2,histidine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00445,pearson,['genome_avg_NOSC'],two-sided,50544,-0.016690049206357693,[-0.03 -0.01],0.00017515873698151815,0.00018451362969136023,fdr_bh,peptide chain release factor 2,phospho-N-acetylmuramoyl-pentapeptide-transferase,J,M,"J,M"
TIGR00020,TIGR00456,pearson,['genome_avg_NOSC'],two-sided,51125,0.21277959819416006,[0.2  0.22],0.0,0.0,fdr_bh,peptide chain release factor 2,arginine--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00459,pearson,['genome_avg_NOSC'],two-sided,48987,0.15219579082091414,[0.14 0.16],1.232970864861591e-251,2.7459176466349845e-251,fdr_bh,peptide chain release factor 2,aspartate--tRNA ligase,J,J,"J,J"
TIGR00020,TIGR00460,pearson,['genome_avg_NOSC'],two-sided,51737,0.2901611661754111,[0.28 0.3 ],0.0,0.0,fdr_bh,peptide chain release factor 2,methionyl-tRNA formyltransferase,J,J,"J,J"
TIGR00020,TIGR00468,pearson,['genome_avg_NOSC'],two-sided,52729,0.20999963007202868,[0.2  0.22],0.0,0.0,fdr_bh,peptide chain release factor 2,"phenylalanine--tRNA ligase, alpha subunit",J,J,"J,J"
TIGR00020,TIGR00472,pearson,['genome_avg_NOSC'],two-sided,52064,0.13566293203400756,[0.13 0.14],2.5825017847540323e-212,5.156337456136407e-212,fdr_bh,peptide chain release factor 2,"phenylalanine--tRNA ligase, beta subunit",J,J,"J,J"
TIGR00020,TIGR00487,pearson,['genome_avg_NOSC'],two-sided,52999,0.2509767459357893,[0.24 0.26],0.0,0.0,fdr_bh,peptide chain release factor 2,translation initiation factor IF-2,J,J,"J,J"
TIGR00020,TIGR00496,pearson,['genome_avg_NOSC'],two-sided,53644,0.2892717953440397,[0.28 0.3 ],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosome recycling factor,J,J,"J,J"
TIGR00020,TIGR00539,pearson,['genome_avg_NOSC'],two-sided,48083,0.03566277292038313,[0.03 0.04],5.187593164554609e-15,5.799188225288853e-15,fdr_bh,peptide chain release factor 2,putative oxygen-independent coproporphyrinogen III oxidase,J,H,"H,J"
TIGR00020,TIGR00580,pearson,['genome_avg_NOSC'],two-sided,49586,0.10165100161666892,[0.09 0.11],5.186594838742018e-114,8.053998944892999e-114,fdr_bh,peptide chain release factor 2,transcription-repair coupling factor,J,L,"J,L"
TIGR00020,TIGR00593,pearson,['genome_avg_NOSC'],two-sided,51305,0.17276881092962684,[0.16 0.18],0.0,0.0,fdr_bh,peptide chain release factor 2,DNA polymerase I,J,L,"J,L"
TIGR00020,TIGR00615,pearson,['genome_avg_NOSC'],two-sided,52359,0.23121784911770366,[0.22 0.24],0.0,0.0,fdr_bh,peptide chain release factor 2,recombination protein RecR,J,L,"J,L"
TIGR00020,TIGR00631,pearson,['genome_avg_NOSC'],two-sided,51874,0.29236308052921645,[0.28 0.3 ],0.0,0.0,fdr_bh,peptide chain release factor 2,excinuclease ABC subunit B,J,L,"J,L"
TIGR00020,TIGR00634,pearson,['genome_avg_NOSC'],two-sided,47346,0.3157600699238424,[0.31 0.32],0.0,0.0,fdr_bh,peptide chain release factor 2,DNA repair protein RecN,J,L,"J,L"
TIGR00020,TIGR00635,pearson,['genome_avg_NOSC'],two-sided,51667,0.14652207137084666,[0.14 0.15],8.036638939195072e-246,1.7639594843483803e-245,fdr_bh,peptide chain release factor 2,Holliday junction DNA helicase RuvB,J,L,"J,L"
TIGR00020,TIGR00643,pearson,['genome_avg_NOSC'],two-sided,49776,0.09402081153708745,[0.09 0.1 ],4.093081548614352e-98,6.064453674435873e-98,fdr_bh,peptide chain release factor 2,ATP-dependent DNA helicase RecG,J,L,"J,L"
TIGR00020,TIGR00663,pearson,['genome_avg_NOSC'],two-sided,49956,0.21238225588748444,[0.2  0.22],0.0,0.0,fdr_bh,peptide chain release factor 2,"DNA polymerase III, beta subunit",J,L,"J,L"
TIGR00020,TIGR00717,pearson,['genome_avg_NOSC'],two-sided,44057,0.2816605536441602,[0.27 0.29],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein bS1,J,J,"J,J"
TIGR00020,TIGR00755,pearson,['genome_avg_NOSC'],two-sided,52255,0.1430977252785079,[0.13 0.15],4.3228056643253874e-237,9.260375770562036e-237,fdr_bh,peptide chain release factor 2,ribosomal RNA small subunit methyltransferase A,J,J,"J,J"
TIGR00020,TIGR00810,pearson,['genome_avg_NOSC'],two-sided,52129,0.2460267864167435,[0.24 0.25],0.0,0.0,fdr_bh,peptide chain release factor 2,"preprotein translocase, SecG subunit",J,U,"J,U"
TIGR00020,TIGR00922,pearson,['genome_avg_NOSC'],two-sided,49573,0.10074595808898759,[0.09 0.11],5.498664916952924e-112,8.457662108367918e-112,fdr_bh,peptide chain release factor 2,transcription termination/antitermination factor NusG,J,K,"J,K"
TIGR00020,TIGR00928,pearson,['genome_avg_NOSC'],two-sided,45560,0.13695933954622375,[0.13 0.15],1.2868561823219557e-189,2.4249546428553083e-189,fdr_bh,peptide chain release factor 2,adenylosuccinate lyase,J,F,"F,J"
TIGR00020,TIGR00959,pearson,['genome_avg_NOSC'],two-sided,49291,-0.0897462788160349,[-0.1  -0.08],1.1174763966813098e-88,1.611549479358625e-88,fdr_bh,peptide chain release factor 2,signal recognition particle protein,J,U,"J,U"
TIGR00020,TIGR00963,pearson,['genome_avg_NOSC'],two-sided,50937,0.3452071320824487,[0.34 0.35],0.0,0.0,fdr_bh,peptide chain release factor 2,"preprotein translocase, SecA subunit",J,U,"J,U"
TIGR00020,TIGR00964,pearson,['genome_avg_NOSC'],two-sided,48315,-0.07096547252077788,[-0.08 -0.06],5.505960344713248e-55,7.206701532768578e-55,fdr_bh,peptide chain release factor 2,"preprotein translocase, SecE subunit",J,U,"J,U"
TIGR00020,TIGR00967,pearson,['genome_avg_NOSC'],two-sided,50556,0.2626898485983413,[0.25 0.27],0.0,0.0,fdr_bh,peptide chain release factor 2,"preprotein translocase, SecY subunit",J,U,"J,U"
TIGR00020,TIGR01009,pearson,['genome_avg_NOSC'],two-sided,49400,-0.029325399366107074,[-0.04 -0.02],7.074616127015268e-11,7.752111594059087e-11,fdr_bh,peptide chain release factor 2,ribosomal protein uS3,J,J,"J,J"
TIGR00020,TIGR01011,pearson,['genome_avg_NOSC'],two-sided,52225,0.2134740949363096,[0.21 0.22],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein uS2,J,J,"J,J"
TIGR00020,TIGR01017,pearson,['genome_avg_NOSC'],two-sided,50461,0.24642799588174633,[0.24 0.25],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein uS4,J,J,"J,J"
TIGR00020,TIGR01021,pearson,['genome_avg_NOSC'],two-sided,50489,0.2833455823441292,[0.28 0.29],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein uS5,J,J,"J,J"
TIGR00020,TIGR01029,pearson,['genome_avg_NOSC'],two-sided,49396,0.3256517612746998,[0.32 0.33],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein uS7,J,J,"J,J"
TIGR00020,TIGR01032,pearson,['genome_avg_NOSC'],two-sided,52744,0.057977660811985327,[0.05 0.07],1.635306846179771e-40,2.0306245011693157e-40,fdr_bh,peptide chain release factor 2,ribosomal protein bL20,J,J,"J,J"
TIGR00020,TIGR01039,pearson,['genome_avg_NOSC'],two-sided,44420,0.13327016283947124,[0.12 0.14],4.060904875398569e-175,7.32933791970318e-175,fdr_bh,peptide chain release factor 2,"ATP synthase F1, beta subunit",J,C,"C,J"
TIGR00020,TIGR01044,pearson,['genome_avg_NOSC'],two-sided,49226,-0.03064844795713785,[-0.04 -0.02],1.0367458221543087e-11,1.1409317463288785e-11,fdr_bh,peptide chain release factor 2,ribosomal protein uL22,J,J,"J,J"
TIGR00020,TIGR01059,pearson,['genome_avg_NOSC'],two-sided,48415,0.06362164278067389,[0.05 0.07],1.3049895234675494e-44,1.64216164919956e-44,fdr_bh,peptide chain release factor 2,"DNA gyrase, B subunit",J,L,"J,L"
TIGR00020,TIGR01063,pearson,['genome_avg_NOSC'],two-sided,49563,0.13090058860229817,[0.12 0.14],2.7253489277157765e-188,5.110029239467081e-188,fdr_bh,peptide chain release factor 2,"DNA gyrase, A subunit",J,L,"J,L"
TIGR00020,TIGR01066,pearson,['genome_avg_NOSC'],two-sided,52546,0.11558726362993245,[0.11 0.12],1.0330710189987857e-155,1.7718297082996227e-155,fdr_bh,peptide chain release factor 2,ribosomal protein uL13,J,J,"J,J"
TIGR00020,TIGR01071,pearson,['genome_avg_NOSC'],two-sided,50795,0.0058159523395149995,[-0.    0.01],0.18994207223717616,0.19338177609773818,fdr_bh,peptide chain release factor 2,ribosomal protein uL15,J,J,"J,J"
TIGR00020,TIGR01079,pearson,['genome_avg_NOSC'],two-sided,49659,0.05433358008133842,[0.05 0.06],8.649484667293933e-34,1.0462022789171384e-33,fdr_bh,peptide chain release factor 2,ribosomal protein uL24,J,J,"J,J"
TIGR00020,TIGR01082,pearson,['genome_avg_NOSC'],two-sided,49572,0.14498450064941837,[0.14 0.15],5.257467225619093e-231,1.1066720516191132e-230,fdr_bh,peptide chain release factor 2,UDP-N-acetylmuramate--L-alanine ligase,J,M,"J,M"
TIGR00020,TIGR01087,pearson,['genome_avg_NOSC'],two-sided,50944,0.0738854287395135,[0.07 0.08],1.3379628048747422e-62,1.7926542365932932e-62,fdr_bh,peptide chain release factor 2,UDP-N-acetylmuramoylalanine--D-glutamate ligase,J,M,"J,M"
TIGR00020,TIGR01128,pearson,['genome_avg_NOSC'],two-sided,50135,0.2086158287236938,[0.2  0.22],0.0,0.0,fdr_bh,peptide chain release factor 2,"DNA polymerase III, delta subunit",J,L,"J,L"
TIGR00020,TIGR01146,pearson,['genome_avg_NOSC'],two-sided,44860,0.09253544490755691,[0.08 0.1 ],6.962778936535068e-86,9.974767577620462e-86,fdr_bh,peptide chain release factor 2,"ATP synthase F1, gamma subunit",J,C,"C,J"
TIGR00020,TIGR01164,pearson,['genome_avg_NOSC'],two-sided,49505,0.06185210197884527,[0.05 0.07],3.622765952612583e-43,4.536399316319509e-43,fdr_bh,peptide chain release factor 2,ribosomal protein uL16,J,J,"J,J"
TIGR00020,TIGR01169,pearson,['genome_avg_NOSC'],two-sided,49813,0.270354631655518,[0.26 0.28],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein uL1,J,J,"J,J"
TIGR00020,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,49528,0.16340994283712743,[0.15 0.17],1.859403930873832e-293,4.6290599952716735e-293,fdr_bh,peptide chain release factor 2,ribosomal protein uL2,J,J,"J,J"
TIGR00020,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,45419,0.2222024346268633,[0.21 0.23],0.0,0.0,fdr_bh,peptide chain release factor 2,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
TIGR00020,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,50516,0.23568067505628149,[0.23 0.24],0.0,0.0,fdr_bh,peptide chain release factor 2,DNA primase,J,L,"J,L"
TIGR00020,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,51674,0.2014937508245152,[0.19 0.21],0.0,0.0,fdr_bh,peptide chain release factor 2,elongation factor 4,J,J,"J,J"
TIGR00020,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,49012,0.29514321561210427,[0.29 0.3 ],0.0,0.0,fdr_bh,peptide chain release factor 2,GTP-binding protein TypA/BipA,J,T,"J,T"
TIGR00020,TIGR01510,pearson,['genome_avg_NOSC'],two-sided,49962,0.01970117189662819,[0.01 0.03],1.0631473368558182e-05,1.1300985536922052e-05,fdr_bh,peptide chain release factor 2,pantetheine-phosphate adenylyltransferase,J,H,"H,J"
TIGR00020,TIGR01632,pearson,['genome_avg_NOSC'],two-sided,49670,0.11123840468256566,[0.1  0.12],1.6609366852665007e-136,2.7131292456652516e-136,fdr_bh,peptide chain release factor 2,ribosomal protein uL11,J,J,"J,J"
TIGR00020,TIGR01951,pearson,['genome_avg_NOSC'],two-sided,51798,0.14050794035307954,[0.13 0.15],1.3459943147987522e-226,2.7945331223213406e-226,fdr_bh,peptide chain release factor 2,transcription antitermination factor NusB,J,K,"J,K"
TIGR00020,TIGR01953,pearson,['genome_avg_NOSC'],two-sided,53209,0.30742882848303876,[0.3  0.32],0.0,0.0,fdr_bh,peptide chain release factor 2,transcription termination factor NusA,J,K,"J,K"
TIGR00020,TIGR02012,pearson,['genome_avg_NOSC'],two-sided,51377,0.1926986685456159,[0.18 0.2 ],0.0,0.0,fdr_bh,peptide chain release factor 2,protein RecA,J,L,"J,L"
TIGR00020,TIGR02013,pearson,['genome_avg_NOSC'],two-sided,48635,0.1749885688057567,[0.17 0.18],0.0,0.0,fdr_bh,peptide chain release factor 2,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
TIGR00020,TIGR02027,pearson,['genome_avg_NOSC'],two-sided,50549,0.1530758649064224,[0.14 0.16],1.298270549952186e-262,2.9853950810494713e-262,fdr_bh,peptide chain release factor 2,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
TIGR00020,TIGR02075,pearson,['genome_avg_NOSC'],two-sided,50231,0.12583590373959438,[0.12 0.13],2.303429491240203e-176,4.173175987682073e-176,fdr_bh,peptide chain release factor 2,UMP kinase,J,F,"F,J"
TIGR00020,TIGR02191,pearson,['genome_avg_NOSC'],two-sided,49591,0.12981265624392352,[0.12 0.14],2.7594121535272807e-185,5.125442969871172e-185,fdr_bh,peptide chain release factor 2,ribonuclease III,J,J,"J,J"
TIGR00020,TIGR02273,pearson,['genome_avg_NOSC'],two-sided,46446,0.26482948798552186,[0.26 0.27],0.0,0.0,fdr_bh,peptide chain release factor 2,16S rRNA processing protein RimM,J,J,"J,J"
TIGR00020,TIGR02350,pearson,['genome_avg_NOSC'],two-sided,46498,-0.07260803382074621,[-0.08 -0.06],2.177508026165311e-55,2.853258819383432e-55,fdr_bh,peptide chain release factor 2,chaperone protein DnaK,J,J,"J,J"
TIGR00020,TIGR02386,pearson,['genome_avg_NOSC'],two-sided,47415,0.07115292492182142,[0.06 0.08],2.8496113481179803e-54,3.721643502023482e-54,fdr_bh,peptide chain release factor 2,"DNA-directed RNA polymerase, beta' subunit",J,K,"J,K"
TIGR00020,TIGR02397,pearson,['genome_avg_NOSC'],two-sided,51357,0.12038979656231584,[0.11 0.13],4.549805571349583e-165,7.989574958051162e-165,fdr_bh,peptide chain release factor 2,"DNA polymerase III, subunit gamma and tau",J,L,"J,L"
TIGR00020,TIGR02432,pearson,['genome_avg_NOSC'],two-sided,50408,0.14096771776040937,[0.13 0.15],5.0929928964320094e-222,1.0431431233655923e-221,fdr_bh,peptide chain release factor 2,tRNA(Ile)-lysidine synthetase,J,J,"J,J"
TIGR00020,TIGR02729,pearson,['genome_avg_NOSC'],two-sided,52388,0.27692905317860084,[0.27 0.28],0.0,0.0,fdr_bh,peptide chain release factor 2,Obg family GTPase CgtA,J,J,"J,J"
TIGR00020,TIGR03263,pearson,['genome_avg_NOSC'],two-sided,50219,0.34518470197629947,[0.34 0.35],0.0,0.0,fdr_bh,peptide chain release factor 2,guanylate kinase,J,F,"F,J"
TIGR00020,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,51486,0.21859863150209402,[0.21 0.23],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosome-associated GTPase EngA,J,J,"J,J"
TIGR00020,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,49907,0.3835696433307543,[0.38 0.39],0.0,0.0,fdr_bh,peptide chain release factor 2,50S ribosomal protein uL3,J,J,"J,J"
TIGR00020,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,50612,0.30864554547173945,[0.3  0.32],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein uS11,J,J,"J,J"
TIGR00020,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,49841,0.181764703176409,[0.17 0.19],0.0,0.0,fdr_bh,peptide chain release factor 2,ribosomal protein uL6,J,J,"J,J"
TIGR00020,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,52168,0.06916424687814478,[0.06 0.08],2.4233390760740517e-56,3.183558602238957e-56,fdr_bh,peptide chain release factor 2,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
TIGR00020,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,49167,0.11535268466034161,[0.11 0.12],3.052952329534344e-145,5.081137443560656e-145,fdr_bh,peptide chain release factor 2,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
TIGR00020,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,49691,0.04844928738643412,[0.04 0.06],3.22327297850363e-27,3.8002260677866444e-27,fdr_bh,peptide chain release factor 2,50S ribosomal protein uL4,J,J,"J,J"
TIGR00029,TIGR00043,pearson,['genome_avg_NOSC'],two-sided,52568,0.12641945763481285,[0.12 0.13],3.4925335711956706e-186,6.5023962707528265e-186,fdr_bh,ribosomal protein bS20,rRNA maturation RNase YbeY,J,J,"J,J"
TIGR00029,TIGR00054,pearson,['genome_avg_NOSC'],two-sided,52052,0.1356968710487529,[0.13 0.14],2.2612256930169124e-212,4.516126279200211e-212,fdr_bh,ribosomal protein bS20,RIP metalloprotease RseP,J,O,"J,O"
TIGR00029,TIGR00059,pearson,['genome_avg_NOSC'],two-sided,52840,0.3645341015398958,[0.36 0.37],0.0,0.0,fdr_bh,ribosomal protein bS20,ribosomal protein bL17,J,J,"J,J"
